ID,Score,"Emails Sent","Open Rate","Unsubscription Rate","Bounce Rate","Complaint Rate"
335389,29.16,21047,13.34,0,1.24,0
132333,13.82,21042,6.45,0,0.46,0
559558,43.6,21040,18.78,0,3.02,0
185932,26.1,21018,12.64,0,0.41,0
1410911,40.3,21016,10.11,0,10.04,0
319997,51.02,21015,21.07,0,4.44,0
1377772,23.94,20998,9.58,0,2.39,0
1290561,38.18,20997,17.99,0,1.1,0
695144,24.52,20995,11.68,0,0.58,0
381081,15,20978,5.8,0,1.7,0
685285,27.14,20966,11.28,0,2.29,0
208369,86.72,20959,43.25,0,0.05,0.03
517194,19.98,20958,8.54,0,1.41,0.02
787386,16.42,20952,7.16,0,1.05,0
1412951,51.78,20950,24.34,0,1.55,0
785911,28.68,20946,11.21,0,3.11,0.01
633075,56.68,20943,21.25,0,7.07,0.01
135622,21.9,20940,9.22,0,1.69,0.02
1160638,68.33,20939,25.26,0.09,8.77,0
1346541,37.04,20936,18.01,0,0.51,0
926621,32.74,20919,15.38,0.06,0.84,0.03
462804,30.82,20913,13.84,0,1.57,0
604907,87.6,20910,42.84,0,0.94,0.01
6205,126.68,20909,61.02,0,2.32,0
788323,31.93,20909,14.14,0.25,1.43,0.01
325394,57.19,20902,26.84,0.01,1.72,0.01
819722,68.82,20900,33.5,0,0.89,0.01
1547201,13.04,20897,4.62,0.08,1.78,0
458936,72.62,20894,14.12,0,22.19,0
812287,59.4,20872,29.01,0.08,0.57,0
1523231,16.6,20872,6.38,0,1.92,0
529529,51.22,20847,22.47,0,3.02,0.06
901683,29.2,20838,11.63,0,2.97,0
151269,24.28,20831,11.36,0,0.78,0
1038589,45.14,20815,21.46,0,1.11,0
1267952,62.5,20806,29.75,0,1.48,0.01
703864,41.16,20805,17.28,0,3.28,0.01
244209,4.72,20802,0.51,0,1.85,0
683914,63.36,20797,31.14,0,0.54,0
868243,28.39,20795,12.41,0.03,1.74,0
327984,13.32,20793,5.85,0.06,0.72,0
1169019,8.68,20769,2.8,0,1.52,0.01
1511007,33.9,20765,16.3,0,0.65,0
1408304,34.86,20757,14.5,0,2.93,0
373166,64.76,20740,31.72,0.12,0.48,0
624586,40.9,20729,16.38,0.02,4.02,0.01
45929,56.42,20726,27,0,1.21,0
1154438,22.32,20721,6.84,0,4.32,0
482801,25.62,20715,9.55,0.26,2.87,0
121862,6.26,20712,2.53,0,0.56,0.02
726467,16.47,20709,6.83,0.13,1.21,0
1227380,65.04,20695,30.48,0.12,1.86,0
145197,28.34,20690,13.29,0,0.88,0
469502,23.08,20683,9.18,0,2.36,0
216150,39.28,20678,19.32,0,0.32,0
1093884,15.28,20676,6.53,0,1.11,0
460618,13.18,20674,5.6,0,0.93,0.03
721762,54.58,20672,26.02,0,1.27,0
2651,39.04,20665,19.27,0,0.25,0
940526,39.42,20664,16.92,0.24,2.43,0
640746,76.34,20661,37.45,0,0.72,0
554307,61.96,20653,30,0,0.98,0
230899,42.42,20651,20.02,0,1.19,0
183154,59.76,20646,27.52,0,2.36,0
1016154,24.08,20643,9.68,0,2.34,0.01
1241300,34.06,20640,16.41,0,0.6,0.01
724973,50.24,20637,0.05,0,25.07,0
1360697,30.56,20635,15.06,0,0.22,0
1475487,26.46,20630,12.25,0,0.98,0
1516607,38.1,20628,18.47,0,0.58,0
1392440,56.88,20625,23.09,0,5.35,0
576645,73.88,20624,21.65,0,15.29,0
412410,26.72,20618,8.37,0.14,4.76,0.01
1441424,25.58,20600,11.7,0,1.09,0
1075160,29.44,20576,13.89,0,0.81,0.01
297113,38.62,20566,18.63,0,0.68,0
1284308,56.92,20556,22.93,0,5.45,0.04
597868,20.52,20550,8.96,0,1.26,0.02
80150,36.7,20542,17.29,0,1.06,0
843070,34.07,20536,15.39,0.15,1.4,0.01
521350,37.22,20533,16.64,0,1.97,0
802722,35.24,20532,15.39,0,2.23,0
180347,110.58,20525,55.11,0,0.1,0.04
894693,49.9,20524,24.09,0,0.84,0.01
828876,80.17,20521,38.13,0.01,1.94,0
1526524,42.66,20519,20.58,0,0.75,0
748632,58.34,20516,28.2,0,0.97,0
1449674,93.23,20505,34.9,0.07,11.61,0
1340089,55.83,20473,25.29,0.09,2.49,0
897229,6.84,20468,2.6,0,0.82,0
1524943,77.22,20463,36.15,0,2.42,0.02
787561,42.62,20454,20.41,0,0.88,0.01
750364,51.18,20449,24.96,0,0.61,0.01
976439,21.2,20444,10.24,0,0.34,0.01
1470166,23.08,20442,10.67,0,0.87,0
614386,33.64,20440,11.44,0,5.36,0.01
487732,16.83,20423,7.96,0.01,0.44,0
1089185,13.74,20422,1,0,5.87,0
1313486,63.76,20413,27.8,0,4.06,0.01
1242782,27.02,20397,11.35,0,2.08,0.04
915913,49.66,20387,20.02,0.14,4.6,0
543995,41.88,20383,19.46,0,1.46,0.01
1117289,37.88,20380,17.47,0,1.47,0
927154,26.54,20376,12.74,0,0.53,0
846067,31.69,20360,11.7,0.09,4.01,0
893268,58.34,20315,26.19,0,2.98,0
1214231,36.37,20308,17.05,0.29,0.66,0.02
1035805,17.04,20304,5.11,0,3.41,0
368470,21.8,20304,8.87,0,2.03,0
856524,48.98,20298,16.36,0.02,8.08,0.01
396380,37.6,20298,17.48,0,1.26,0.03
951126,58.63,20293,27.81,0.01,1.47,0.01
460728,42.1,20293,18,0,3.05,0
759772,33.61,20291,13.59,0.01,3.2,0
882946,11.88,20289,4.74,0,1.2,0
1198474,19.34,20287,7.04,0.08,2.47,0.02
206842,52.16,20286,24.6,0,1.46,0.01
473611,37.32,20285,14.99,0,3.63,0.02
983376,16.42,20281,6.17,0,2.02,0.01
28871,35.64,20279,16.85,0,0.97,0
823320,31.53,20279,12.61,0.01,3.14,0
490320,45.24,20278,19.04,0,3.56,0.01
132964,59.12,20268,19.21,0,10.33,0.01
1274707,45.74,20264,21.38,0,1.47,0.01
38552,34.76,20263,14.12,0,3.24,0.01
1270268,51.44,20255,24.81,0,0.91,0
424426,15.18,20252,6.29,0,1.3,0
1492110,40.32,20242,19.56,0,0.6,0
287373,26.68,20234,11.11,0,2.23,0
878033,46.69,20227,22.71,0.01,0.6,0.01
1079873,35.4,20219,16.19,0.08,1.35,0.02
1298449,19.78,20212,6.79,0,3.04,0.03
521845,12.52,20204,4,0,2.24,0.01
383109,20.74,20195,8.94,0,1.41,0.01
1404606,36.76,20193,17.51,0,0.85,0.01
1171396,29.9,20186,13.32,0,1.63,0
1004633,33.02,20182,5,0,11.47,0.02
7639,29.2,20177,11.51,0,3.09,0
870844,31.58,20172,10.49,0,5.3,0
652908,13.06,20164,6,0,0.53,0
1511446,22.98,20159,3.1,0,8.23,0.08
990624,54.92,20145,25.71,0,1.75,0
184219,27.96,20138,12.67,0,1.23,0.04
959468,41.12,20133,20.17,0,0.31,0.04
597545,35.68,20130,16.74,0.08,0.98,0
240607,60.68,20113,29.94,0,0.4,0
1402880,12.42,20107,3.78,0,2.43,0
703466,37.82,20106,16,0,2.91,0
844084,28.12,20099,13.08,0,0.98,0
450324,13.82,20097,4.32,0,2.51,0.04
1415951,34.98,20092,16.98,0,0.51,0
921265,49.76,20082,21,0,3.88,0
1482379,75.86,20078,27.08,0,10.81,0.02
505648,37.62,20076,17.91,0,0.9,0
1075565,12.74,20074,2,0,4.37,0
678656,14.7,20063,5.62,0,1.73,0
14103,56.06,20055,26.55,0,1.46,0.01
1027425,124.7,20054,53.91,0,8.44,0
1234449,17.03,20051,7.61,0.31,0.44,0
1379102,24.16,20020,7.4,0,4.6,0.04
741178,68.96,20020,32.56,0,1.9,0.01
1406156,61,20019,29.83,0,0.67,0
126978,24.34,20011,11,0,1.13,0.02
1123066,41.08,20011,17.47,0,3.07,0
1078307,13.4,20010,5.19,0,1.49,0.01
431661,52.3,20005,24.62,0.18,1.22,0.02
595010,45.44,20000,21.42,0,1.28,0.01
328863,21.62,20000,3.79,0,7.02,0
511942,24.5,20000,10.02,0,2.23,0
936108,47.78,19997,23.06,0,0.83,0
1113560,36.66,19981,16.24,0.08,1.97,0
205315,47.74,19971,21.67,0,2.16,0.02
998260,43.44,19967,17.77,0,3.89,0.03
1238086,48.64,19967,22.31,0,1.99,0.01
137353,63.9,19964,31.13,0,0.82,0
1387527,71.08,19960,10.1,0,25.44,0
621229,60.81,19958,29.11,0.05,1.22,0
719526,64.22,19957,31.82,0,0.29,0
1011421,28.32,19956,12.91,0,1.25,0
940634,39.37,19949,18.22,0.19,1.16,0.01
1511458,20.06,19944,9.88,0,0.15,0
1456185,35.74,19940,9.59,0,8.28,0
27661,48.46,19939,20.06,0,4.17,0
1428345,44,19938,19.89,0,2.11,0
456781,29.56,19931,13.8,0,0.94,0.02
388348,33.08,19924,13.18,0,3.36,0
619652,46.62,19916,19.66,0,3.65,0
741484,19.16,19905,8.99,0,0.59,0
384983,23.08,19897,10.57,0,0.95,0.01
1248174,61.62,19896,30,0,0.81,0
683887,66.26,19894,30.79,0,2.32,0.01
1169207,42.96,19888,20.6,0,0.88,0
1451659,49.6,19884,23.62,0,1.18,0
1155580,52.22,19879,25.12,0,0.99,0
413369,23.04,19878,11.09,0,0.41,0.01
1373668,26.3,19867,10.29,0,2.78,0.04
446458,36.56,19863,15.55,0,2.73,0
427755,28.08,19861,11.66,0,2.36,0.01
479267,24.85,19851,11.4,0.39,0.4,0.02
954980,14.86,19849,5.04,0,2.37,0.01
706575,30.18,19847,12.82,0,2.27,0
1463550,38.85,19845,17.51,0.21,1.6,0
893313,22.44,19833,7.79,0,3.43,0
757310,71.06,19832,34.33,0,1.14,0.03
533193,24.22,19829,9.42,0,2.67,0.01
446405,35,19826,16.28,0,1.22,0
641979,24.22,19826,10.85,0,1.24,0.01
252408,16.78,19825,7.54,0,0.83,0.01
552644,22.16,19807,10.59,0,0.47,0.01
602730,9.18,19792,3.86,0,0.69,0.02
1001166,62.94,19792,30.69,0,0.74,0.02
1468141,57.32,19791,26.77,0,1.87,0.01
1229471,20.02,19789,8.08,0,1.93,0
943449,70.34,19788,33.78,0,1.33,0.03
1064372,26.98,19787,11.19,0,2.3,0
1117117,105.66,19782,50.66,0,2.13,0.02
1009195,50.72,19780,9.18,0,15.62,0.28
1081348,34.74,19778,15.43,0.4,1.3,0.02
297206,28.92,19774,13.52,0,0.92,0.01
1155298,7.86,19772,2.67,0,1.22,0.02
671245,51.92,19771,23.22,0,2.72,0.01
425261,38.78,19766,16.47,0,2.92,0
976133,6.6,19761,2.28,0,1.02,0
1398369,8.96,19760,0.98,0,3.5,0
1077881,33.32,19758,13.17,0,3.47,0.01
1423983,52.5,19752,17.8,0,8.45,0
1074077,28.08,19748,12.19,0,1.85,0
311787,41.94,19748,20.32,0,0.61,0.02
868622,22.86,19745,9.5,0.02,1.9,0
507763,35.54,19743,13.37,0,4.38,0.01
546024,32.84,19739,15.49,0,0.93,0
967642,46.44,19735,20.63,0,2.57,0.01
599943,32.8,19709,13.52,0,2.86,0.01
927082,73.84,19707,33.81,0,3.11,0
723036,49.03,19700,23.54,0.39,0.35,0.02
901818,23.64,19699,6.16,0.08,5.54,0
1001156,27.04,19687,11.98,0,1.38,0.08
1218567,56.57,19672,26.43,0.11,1.69,0
1212128,79.62,19670,39.31,0,0.5,0
55677,40.56,19666,15.99,0,4.29,0
596172,85.18,19662,40.69,0.02,1.87,0
712048,38.16,19652,16.89,0.02,2.16,0
78206,81.52,19651,39.66,0,1.1,0
1403802,25.04,19647,10.28,0,2.22,0.01
283573,78.54,19644,28.82,0,10.33,0.06
1305870,30.78,19640,12.57,0,2.76,0.03
1117762,25.42,19636,11.72,0,0.99,0
1212123,14.42,19631,6.86,0,0.35,0
1009254,64.28,19611,27.45,0.18,4.4,0.01
646744,41.36,19603,19.37,0,1.31,0
232090,10.98,19600,1.96,0,3.51,0.01
195821,44.32,19589,19.71,0,2.45,0
701722,21.92,19580,7.3,0,3.66,0
1327647,29.31,19578,13.41,0.29,0.81,0
1066396,3.68,19573,1.07,0,0.75,0.01
929092,28.38,19572,12.06,0,2.13,0
92142,65.74,19570,32.57,0,0.28,0.01
1138738,44.96,19569,20.01,0,2.45,0.01
379521,11.66,19567,1.76,0,4.05,0.01
1281231,43.36,19567,21.25,0,0.41,0.01
1488745,13.5,19557,6.41,0,0.34,0
1203350,28.34,19556,12.02,0,2.15,0
1023354,88.78,19556,38.87,0.38,4.93,0.01
1291644,68.98,19554,33.2,0,1.27,0.01
829970,111.66,19534,53.19,0,2.64,0
792033,50.06,19515,23.31,0.06,1.61,0.01
762817,69.22,19509,19.34,0,15.09,0.09
252569,50.14,19501,23.18,0,1.89,0
1330164,13.1,19491,6.27,0,0.28,0
1051082,85.54,19479,39.82,0.06,2.84,0.01
855225,46.74,19470,15.52,0,7.73,0.06
1438957,46.56,19462,21.06,0,2.22,0
372496,36.54,19458,16.39,0,1.86,0.01
773011,61.56,19447,28.94,0,1.84,0
1491396,25.1,19437,11.86,0,0.67,0.01
513636,44.34,19427,19.62,0,2.53,0.01
824441,51.26,19424,25.34,0,0.25,0.02
699526,44.66,19418,21.08,0.04,1.15,0.02
304327,28.6,19412,9.19,0.04,5.03,0.01
1429312,25.86,19411,10.28,0,2.65,0
119469,140.42,19410,67.18,0,3.01,0.01
1542742,33.3,19403,16.25,0,0.4,0
1440401,36.18,19391,15.75,0,2.34,0
773942,35.54,19388,16.75,0,1.02,0
523101,31.21,19387,13.9,0.13,1.45,0.03
271031,65.37,19377,21.14,0.07,11.44,0
893181,39.24,19374,18.09,0.02,1.48,0.01
113280,35.28,19373,14.2,0,3.44,0
1506478,15.94,19371,5.67,0,2.2,0.05
1238373,5.48,19369,0.48,0,2.26,0
732978,22.86,19366,9.25,0,2.16,0.01
1098948,23.16,19358,7.43,0,4.13,0.01
724289,16.08,19348,6.91,0,1.13,0
246783,81.44,19334,40.41,0,0.29,0.01
564636,17.46,19329,7.32,0,1.41,0
380238,36.24,19326,16.49,0,1.59,0.02
578537,37.82,19323,16.21,0,2.7,0
1325505,54.52,19311,26.01,0,1.23,0.01
512724,4.06,19302,0.9,0,1.13,0
502746,43.82,19296,20.02,0,1.89,0
184557,57.86,19282,27.86,0,1.05,0.01
1542835,40.32,19276,18.37,0,1.77,0.01
948382,13.36,19270,4.83,0,1.85,0
933158,28.48,19262,13.71,0,0.53,0
1084874,20.52,19247,5.34,0.48,4.18,0.01
438986,54.58,19243,26.52,0,0.75,0.01
1080990,28.8,19243,9.97,0,4.43,0
1424643,39.82,19236,18.62,0.08,1.17,0
660537,26.35,19225,11.58,0.09,1.44,0.01
911135,41.66,19220,18.72,0,2.11,0
630569,31.98,19218,15.11,0.1,0.73,0
330437,23.96,19215,8.52,0.06,3.37,0
51616,43.2,19213,21.1,0,0.48,0.01
984948,20.8,19212,9.09,0,1.29,0.01
1346806,18.33,19208,8.75,0.03,0.35,0.01
1254428,75.44,19200,35.02,0,2.68,0.01
1405966,40.5,19191,6.43,0,13.82,0
1260358,21.62,19185,7.26,0,3.55,0
1197640,41.44,19176,18.93,0,1.75,0.02
392160,31.54,19174,13.19,0,2.52,0.03
1489363,75.28,19173,35.1,0,2.5,0.02
553532,21.44,19160,9.27,0,1.35,0.05
1103141,14.34,19157,3.46,0,3.69,0.01
173574,42.4,19151,19.41,0,1.77,0.01
261418,43.98,19147,20.78,0,1.21,0
1293968,84.9,19144,40.53,0,1.9,0.01
1151707,34.58,19127,14.53,0,2.76,0
925581,43.38,19112,18.83,0,2.86,0
1136689,43.08,19109,20.76,0,0.76,0.01
328675,40.02,19105,18.65,0,1.32,0.02
191370,38.38,19096,16.72,0,2.41,0.03
1384391,21.76,19089,8.19,0,2.69,0
1132658,51.88,19089,24.76,0,1.18,0
1047917,35,19083,16.99,0,0.51,0
1352726,20.3,19082,4.29,0,5.68,0.09
613826,45.7,19082,20.79,0,2.06,0
388697,43.98,19080,20.21,0,1.78,0
297064,25.68,19074,12.14,0,0.68,0.01
1474037,41.38,19069,16.8,0,3.89,0
131622,75.25,19057,37.28,0.01,0.33,0
38553,57.3,19050,27.76,0.08,0.75,0.01
922200,30.34,19048,13.19,0,1.96,0.01
439358,26.5,19048,8.86,0,4.37,0.01
508508,50.16,19047,18.86,0,6.2,0.01
1213994,31.9,19038,14.61,0,1.32,0.01
667269,48.59,19037,22.88,0.03,1.37,0
1157094,9.16,19036,3.97,0,0.61,0
906618,27,19034,11.33,0,2.13,0.02
294641,9.32,19031,2.55,0,2.09,0.01
432281,42.84,19024,20.42,0,0.98,0.01
602088,28.78,19023,13.94,0,0.43,0.01
42261,28.96,19021,13.9,0,0.58,0
349675,77.28,19021,37.4,0,1.24,0
13676,75.3,19018,29.95,0,7.68,0.01
1049272,8.8,19015,2.59,0,1.81,0
515383,47.32,18989,21.3,0,2.34,0.01
1189927,20.52,18980,9.36,0,0.9,0
77397,44.75,18978,21.27,0.11,0.94,0
336067,29.36,18975,13.98,0,0.7,0
1310389,26.26,18968,10.16,0,2.97,0
827570,35.74,18966,17.56,0,0.31,0
198444,14.74,18965,7.03,0,0.34,0
173550,63.08,18965,30.56,0,0.96,0.01
698984,24.54,18957,11.35,0,0.9,0.01
1483106,24.82,18957,11.12,0,1.29,0
378146,16.66,18943,6.12,0,2.21,0
1383676,18.76,18941,8.21,0.08,1.05,0
34744,49.32,18940,23.86,0,0.8,0
205129,32.34,18937,14.57,0.08,1.48,0
927196,53.05,18937,23.73,0.29,2.36,0
554258,33.26,18929,12.42,0,4.21,0
145640,10.61,18926,4.62,0.09,0.49,0.03
33441,23.72,18926,10.75,0,1.09,0.01
63521,31.28,18918,14.73,0,0.91,0
510907,44.86,18915,20.39,0,2.04,0
42038,35.76,18911,17.06,0,0.76,0.03
291225,31.12,18908,13.05,0,2.49,0.01
1128104,64.2,18907,30.08,0,2.02,0
696978,40.1,18905,17.04,0,2.99,0.01
1167184,28.57,18901,12.98,0.41,0.69,0
1470705,36.59,18901,17.12,0.05,1.1,0
257040,46.58,18888,22.42,0,0.87,0
564348,24.75,18886,11.87,0.05,0.43,0
1071357,36.86,18883,16.76,0,1.65,0.01
473796,28.7,18865,12.99,0,1.3,0.03
906750,8.12,18865,2.73,0,1.25,0.04
489287,53.24,18863,25.58,0,1.04,0
669536,37.08,18855,17.85,0,0.51,0.09
265194,38.08,18854,17.59,0,1.45,0
1437401,43.29,18854,18.64,0.15,2.78,0
1510326,58.15,18853,27.6,0.09,1.26,0.04
1120589,57.87,18845,27.02,0.27,1.51,0
1441747,28.32,18844,12.79,0,1.35,0.01
793881,41.77,18842,16.18,0.07,4.6,0
1476894,41.26,18839,15.88,0.38,4.18,0
651677,32.64,18836,15.42,0,0.9,0
1324660,37.07,18827,15.89,0.01,2.61,0.01
414507,35.7,18827,14.9,0,2.95,0
519930,19.5,18827,8.17,0,1.56,0.01
992415,43.04,18822,16.6,0,4.92,0
700168,137.7,18813,67.83,0,1.02,0
1417243,47.2,18810,22.23,0,1.33,0.02
842810,30.6,18808,15.08,0,0.22,0
1109817,11.76,18808,5.03,0,0.81,0.02
1445358,54.2,18806,24.9,0.14,1.99,0
1292166,62.36,18804,30.1,0,1.06,0.01
1527334,14.7,18802,6.09,0,1.26,0
493595,30.82,18796,14.98,0,0.41,0.01
409475,58.72,18795,28.44,0,0.92,0
673906,43.44,18788,21.19,0.08,0.41,0
931190,37.74,18786,18.09,0,0.78,0
124789,25.92,18770,11.85,0,1.03,0.04
61662,38.38,18742,18.03,0.04,1.02,0.04
693770,36.73,18735,16.88,0.07,1.36,0.01
425115,18.64,18730,7.79,0,1.51,0.01
251439,58.45,18715,27.85,0.01,1.34,0.01
799485,31.66,18706,14.77,0,1.06,0
284247,54.08,18705,25.02,0,2,0.01
1061424,41.41,18705,20.17,0.11,0.37,0
711809,8.88,18696,3.07,0,1.35,0.01
1534282,8.74,18694,3.68,0,0.67,0.01
15963,41.12,18693,19.96,0,0.56,0.02
1097728,33.74,18684,14.46,0,2.33,0.04
1161797,67.3,18682,32.28,0,1.37,0
846746,51.4,18680,17.41,0,8.27,0.01
1524391,34.2,18678,14.16,0,2.94,0
1194179,25.82,18672,10.93,0,1.98,0
924069,105.08,18668,51.66,0,0.88,0
137462,77.56,18656,36.9,0,1.88,0
1153606,31.38,18654,14.24,0,1.43,0.01
445524,60.12,18649,27.16,0,2.9,0
380799,54.28,18642,25.52,0,1.6,0.01
1218274,47.04,18632,23.28,0,0.24,0
561029,55.78,18632,25.71,0,2.18,0
347010,33.78,18631,13.67,0,3.22,0
723860,41.07,18630,18.91,0.07,1.52,0
272102,74.64,18615,35.08,0,2.2,0.02
1170799,22.96,18614,10.86,0,0.62,0
117697,31.3,18611,15.02,0,0.63,0
846103,20.48,18599,6.25,0,3.97,0.01
480634,32.77,18597,16.02,0.05,0.25,0.02
718307,37.66,18595,11.22,0,7.59,0.01
39640,37.06,18591,16.66,0,1.87,0
657102,56.18,18589,26.55,0,1.52,0.01
84636,39.92,18588,12.88,0,7.06,0.01
246526,59.99,18586,29.16,0.25,0.44,0.01
1471091,21.1,18576,8.37,0.02,2.13,0.01
683454,27.72,18576,12.62,0.14,0.99,0.02
1201684,74.4,18574,36.25,0,0.93,0.01
464164,39.87,18572,18.43,0.05,1.43,0
932343,33.58,18565,14.99,0,1.8,0
867454,67.14,18562,33.13,0,0.44,0
1083463,36.5,18562,16.57,0,1.68,0
234272,9.36,18560,3.57,0,1.11,0
704773,27.37,18557,9.5,0.07,4.08,0
866612,60.48,18547,29.25,0,0.99,0
233204,65.6,18542,31.03,0,1.77,0
1420763,69.72,18536,33.07,0,1.77,0.01
1285108,28.54,18532,13.36,0.08,0.77,0.01
620046,34.28,18531,11.24,0,5.86,0.02
485520,43.95,18529,21.23,0.23,0.38,0.01
949382,57.56,18526,18.42,0,10.34,0.01
580526,29.68,18515,13.13,0,1.71,0
1216599,32.88,18505,14.79,0,1.61,0.02
783215,63.55,18505,30.55,0.09,1.09,0
1516989,37.26,18500,15.55,0,3.08,0
616781,42.96,18499,20.31,0,1.15,0.01
911399,36.28,18499,17.25,0,0.87,0.01
479747,6.84,18493,1.9,0,1.52,0
419454,33.28,18489,15.97,0,0.65,0.01
920125,19.4,18485,8.24,0,1.44,0.01
829931,82.74,18483,40.23,0,1.14,0
1038791,44.98,18480,17.12,0.16,5.13,0
1535682,44.2,18469,17.76,0,4.28,0.03
174042,19.77,18462,9.06,0.01,0.79,0.01
457339,38.44,18459,14.14,0,5.08,0
1353510,40.96,18456,19.07,0,1.37,0.02
697017,30.08,18456,14.1,0,0.9,0.02
50130,42.4,18454,18.38,0,2.82,0
729545,54.88,18450,26.66,0,0.76,0.01
82955,26.64,18437,12.83,0,0.47,0.01
1244205,24.02,18435,11.08,0,0.91,0.01
1440135,19.5,18425,7.56,0.02,2.16,0
993831,15.96,18412,6.61,0,1.37,0
1480170,31.76,18409,14.23,0,1.65,0
1472474,41.34,18407,19.27,0,1.4,0
780380,49.74,18395,22.99,0,1.82,0.03
350425,23.7,18389,7.91,0,3.92,0.01
1239140,48.84,18378,21.59,0,2.73,0.05
1137015,95.74,18372,43.21,0,4.66,0
438260,93.11,18369,40.2,0.21,5.94,0.05
1294217,117.58,18361,57.7,0,1.07,0.01
567147,37.78,18354,16.91,0,1.96,0.01
332372,58.32,18350,27.7,0,1.46,0
1033035,47,18350,21.9,0,1.6,0
853970,20.38,18349,9.36,0,0.83,0
497339,91.21,18345,12.95,0.05,32.58,0
517310,21.9,18342,6.99,0,3.96,0
92149,34.1,18330,15.92,0,1.11,0.01
479292,54.27,18323,25.75,0.03,1.34,0
340642,65.22,18322,32.32,0,0.29,0
319855,28.14,18319,12.7,0,1.33,0.02
441394,52.24,18319,18.93,0,7.19,0
1124074,27.42,18317,13.19,0,0.52,0
380043,3.58,18309,0.56,0,1.23,0
486070,74.82,18301,36.96,0,0.43,0.01
748611,30.54,18300,10.91,0.14,4.07,0.04
1002138,12.74,18297,4.6,0,1.77,0
785805,15.23,18294,6.85,0.07,0.66,0
1404533,22.84,18292,10.23,0.36,0.53,0.06
928927,41.54,18291,14.18,0,6.59,0
1459269,47.12,18277,23.02,0,0.54,0
346391,32.76,18275,14.16,0,2.22,0
46998,32.12,18274,13.41,0,2.63,0.01
1021400,46.98,18273,21.52,0,1.95,0.01
1339067,61.88,18272,25.95,0,4.99,0
1329056,67.09,18264,33.03,0.09,0.38,0
1426023,39.42,18258,14.11,0,5.6,0
1110854,60.6,18252,29.81,0,0.49,0
819766,29.59,18250,11.98,0.11,2.39,0.13
1219506,25.06,18245,12.47,0,0.04,0.01
5671,38.06,18237,13.8,0,5.23,0
671827,33.02,18235,14.99,0,1.5,0.01
466129,75.5,18229,34.68,0,3.07,0
294996,90.04,18222,41.15,0,3.73,0.07
1222567,59.54,18220,28.57,0,1.2,0
715335,22.82,18210,8.45,0,2.94,0.01
662352,11.6,18190,3.77,0,2.01,0.01
772372,104.15,18186,51.53,0.21,0.23,0
940811,26.34,18184,11.14,0,2.03,0
232626,36.92,18181,14.47,0,3.97,0.01
853288,88.68,18179,43.08,0,1.2,0.03
1359511,53.08,18177,25.18,0.04,1.3,0
867631,23.1,18168,9.44,0,2.11,0
929078,35.94,18162,16.31,0,1.64,0.01
839420,28.6,18154,13.39,0,0.91,0
748365,44.75,18137,21.6,0.05,0.68,0.01
162893,98.44,18134,48.67,0,0.55,0
242920,25.34,18131,12.43,0,0.2,0.02
118355,32.64,18125,12.94,0,3.38,0
963256,41.98,18114,18.81,0,2.18,0
488107,52.96,18097,26.22,0,0.26,0
1120509,34.02,18096,15.31,0,1.7,0
1132099,10.26,18093,3.57,0,1.54,0.01
379191,45.56,18087,21.15,0.1,1.48,0
618662,62.22,18080,28.12,0.02,2.94,0.01
517531,21.58,18074,10.25,0,0.54,0
834478,27.82,18071,10.67,0.1,3.05,0.02
567215,43.56,18071,21,0,0.76,0.01
12143,77.98,18067,28.38,0,10.49,0.06
1035934,34.72,18064,14.78,0,2.56,0.01
397613,44.1,18064,21.59,0.06,0.37,0
738778,28.38,18064,10.91,0,3.24,0.02
810385,64.46,18059,30.31,0,1.92,0
1143289,42.76,18058,20.82,0,0.56,0
828517,33.3,18051,16.12,0,0.53,0
578261,66,18049,30.7,0,2.3,0
1444285,65.74,18043,28.93,0.02,3.91,0
892096,8.68,18041,3.46,0,0.88,0
1468694,25.98,18032,9.56,0,3.41,0.01
319351,39.38,18026,19.15,0,0.54,0
1212624,19.56,18022,8.44,0,1.32,0.01
575254,31.52,18019,12.23,0,3.49,0.02
1291395,59.1,18019,29.14,0,0.41,0
1423575,47.96,18018,23.21,0,0.75,0.01
924861,59,18011,28.78,0.1,0.57,0
1187071,12.96,18010,4.44,0,2.04,0
510666,13.73,17998,3.21,0.05,3.58,0
572392,6.92,17997,1.98,0,1.44,0.02
501632,29.54,17993,13.44,0,1.33,0
674448,13.84,17988,5.47,0,1.43,0.01
769209,24.88,17964,11.22,0.2,0.9,0.01
317365,51.04,17961,24.27,0,1.23,0.01
618292,38.96,17954,17.66,0,1.82,0
1524795,75.52,17950,36.67,0,1.09,0
702802,38.94,17943,10.99,0.02,8.45,0
907655,12.88,17941,4.86,0,1.56,0.01
1229199,72.2,17937,34.81,0,1.27,0.01
1370402,27.66,17922,11.4,0,2.43,0
841781,39.3,17917,13.14,0,6.49,0.01
1288665,53.88,17915,24.94,0,1.94,0.03
1239889,26.62,17907,12.12,0,1.17,0.01
355689,34.23,17904,16.23,0.27,0.46,0.01
92416,28.54,17903,13.24,0,1.03,0
1502724,40.24,17902,18.24,0,1.84,0.02
1052074,36.44,17884,16.49,0,1.73,0
134192,52.09,17883,22.76,0.01,3.27,0
1511404,9.12,17873,3.16,0,1.38,0.01
707342,27.96,17863,12.26,0,1.72,0
851407,54.36,17857,23.5,0,3.68,0
824039,20.66,17852,8.9,0,1.43,0
