ID,Score,"Emails Sent","Open Rate","Unsubscription Rate","Bounce Rate","Complaint Rate"
381737,56.59,184972,27.04,0.03,1.21,0
645792,25.9,184042,7.56,0,5.39,0
757353,26.02,182954,12.11,0,0.9,0
1438786,160.02,182946,0.02,0,79.99,0
187889,42.71,182655,19.54,1.03,0.27,0
541110,29.72,182373,9.53,0.16,5.09,0
63425,18.52,181001,8.3,0,0.96,0
1121795,24.22,180679,8.42,0.12,3.49,0.01
923461,44.3,180643,19.94,0,2.21,0
975224,6.81,180277,2.54,0.01,0.85,0
592068,41.17,180149,19.52,0.13,0.87,0
89351,43.06,180039,19.72,0,1.79,0.01
468213,53.43,174305,24.6,0.23,1.75,0.01
1059855,104.7,173854,51.75,0,0.58,0.01
882238,28.98,173784,13.63,0,0.84,0.01
292583,8.98,173103,2.02,0,2.47,0
52761,16.85,172727,6.37,0.13,1.86,0
1402375,30.62,172139,14.81,0,0.5,0
1371658,31.97,171103,15.39,0.15,0.37,0
215395,29.98,169041,8.71,0,6.28,0
735584,9.86,166822,3.68,0,1.25,0
233647,49.4,166076,23.74,0,0.96,0
642713,65.74,165998,32.62,0,0.25,0
1099649,36.02,164965,16.62,0,1.35,0.02
1439343,19.86,164964,5.69,0,4.24,0
1245908,32.32,163012,13.51,0,2.65,0
673946,24.3,162826,7.86,0,4.27,0.01
741777,73.8,162465,34.06,0,2.84,0
223120,14.1,162322,6.23,0,0.8,0.01
1110141,8.02,162297,3.22,0.08,0.65,0.01
969435,6.08,162286,2.12,0,0.92,0
975127,37.46,160979,17.45,0.06,1.19,0
472831,36.56,160147,16.47,0,1.81,0
1263539,28.18,159616,12.43,0.1,1.51,0
788216,56.94,159484,25.84,0,2.57,0.03
1115984,26.36,159372,12.82,0,0.36,0
843578,60.32,159182,29.49,0,0.65,0.01
433561,32.4,158686,15.02,0,1.16,0.01
667299,21.44,158408,9.67,0,1.05,0
1010186,34.98,158116,16.58,0,0.91,0
1324756,65.24,157640,14.23,0,18.39,0
586946,19.88,157333,9.51,0,0.41,0.01
1313831,24.14,157299,5.86,0,6.19,0.01
518000,67.66,156347,32.25,0,1.56,0.01
574805,33.12,154631,15.67,0.1,0.74,0
92386,36.41,154356,17.39,0.07,0.71,0
1353416,104.65,153395,47,0.01,5.29,0.01
1412033,38.58,153212,18.56,0,0.71,0.01
540534,35.28,153176,16.09,0,1.55,0
1242126,22.96,153175,11.24,0,0.24,0
688755,45.4,152764,20.96,0,1.74,0
684665,30.24,152716,14.75,0,0.37,0
1291057,19.21,152341,8.48,0.19,0.8,0.02
1244670,28.46,150460,13.7,0.06,0.44,0
658207,28.46,149434,13.93,0,0.28,0.01
345005,68.34,148782,31.7,0,2.45,0.01
153460,46.64,148004,21.83,0,1.47,0.01
2644,44.38,147572,20.88,0,1.31,0
1527316,22.42,147528,7.23,0,3.98,0
1325646,16.22,146995,5.75,0,2.36,0
525186,19.9,146917,8.31,0,1.64,0
761784,36.82,146871,17.27,0.04,1.08,0
1194026,68.84,146745,33.66,0,0.76,0
393662,23.04,145796,10.1,0,1.42,0
1216663,27.44,145596,12.75,0,0.93,0.02
479189,17.54,145447,7.65,0,1.1,0.01
792009,15.52,145383,5.95,0,1.81,0
637905,22.56,145005,10.48,0,0.8,0
226292,19.92,144536,7.26,0.12,2.5,0.01
161018,32.4,144496,15.63,0,0.55,0.01
1108384,77.58,144338,37.53,0,1.24,0.01
1520971,80.56,144310,39.83,0,0.45,0
1145129,48.3,143517,22.9,0.16,1.01,0
822510,44.44,143300,17.92,0.02,4.27,0
700431,119,143123,57.82,0,1.68,0
1138289,49.32,142698,5.1,0,19.56,0
1484005,28.73,142275,11.14,0.09,3.09,0
1112556,17.24,141457,7.04,0,1.58,0
563620,24.37,141068,10.93,0.25,0.88,0
749767,52.34,140474,23.99,0,2.18,0
444537,52.16,140276,23.68,0,2.38,0.01
651646,62.18,139261,30.38,0,0.71,0
74607,18.54,138903,8.3,0,0.93,0.02
1170747,32.18,137555,10.18,0,5.91,0
796949,42.46,136648,18.8,0.04,2.37,0
90882,23.3,136611,10.16,0,1.49,0
119384,10.6,135932,4.65,0,0.63,0.01
566031,60.14,134834,28.42,0.02,1.62,0
148613,20.48,134707,8.09,0,2.15,0
925205,42.18,134659,20.33,0.08,0.64,0
1340781,121.3,133608,57.2,0,3.45,0
1216284,43.3,132649,19.72,0,1.93,0
748183,54.6,132484,26.41,0.08,0.77,0
1494648,27.96,131093,13.09,0,0.89,0
46842,29.02,130209,12.56,0,1.95,0
1519403,16.03,129600,6.4,0.03,1.57,0
412412,25.81,129533,5.01,0.03,7.85,0
105802,22.73,128979,9.8,0.07,1.44,0.01
582691,50.42,128717,24.37,0,0.84,0
829970,47.73,128406,21.42,0.01,2.43,0
67696,65.74,128333,29.98,0,2.85,0.02
1506569,11.23,128181,4.65,0.07,0.86,0
825722,33.74,128137,14.77,0.04,2.04,0
1235035,16.49,128128,7.8,0.01,0.43,0
955121,49.82,127277,22,0,2.91,0
855213,10.02,126714,2.86,0,2.13,0.01
324472,21.21,126624,9.92,0.17,0.43,0
392788,39.37,126149,18.54,0.09,1.01,0
320395,44.36,125986,20.7,0.04,1.42,0
1217804,26.88,125970,9.13,0,4.31,0
566049,36.54,125800,17.44,0,0.79,0.02
1340692,27.57,125710,12.51,0.07,1.15,0.01
586190,68.41,125664,33.48,0.25,0.35,0
152101,45.06,125634,21.67,0,0.84,0.01
40089,3.36,125625,1.24,0,0.42,0.01
1383232,31.28,125181,14.37,0,1.27,0
903095,8.7,124790,4.17,0,0.16,0.01
1525683,12.72,124619,4.9,0,1.44,0.01
794152,23.2,124241,8.88,0,2.72,0
250934,21.44,124176,5.83,0,4.89,0
1027457,35.26,123551,17.47,0,0.16,0
343179,8.42,122580,3.48,0,0.73,0
332497,41.7,122197,13.69,0,7.16,0
843186,37.96,121702,17.46,0,1.52,0
260972,15.6,121550,7.62,0,0.18,0
489998,23.76,121256,10.79,0,1.09,0
522713,40.02,121002,14.38,0,5.51,0.06
546532,54.32,120947,25.43,0,1.71,0.01
438052,26.08,120916,10.28,0,2.76,0
313663,47.26,120668,22.67,0,0.94,0.01
878203,21.46,120517,9.77,0,0.96,0
1405500,16.86,120442,7.48,0.04,0.89,0
1349862,35.78,120392,17.61,0,0.28,0
63243,13.76,119459,4.1,0,2.78,0
258880,33.68,119237,15.96,0,0.88,0
172596,37.48,119208,16.95,0,1.79,0
1290119,32.4,119125,14.49,0,1.71,0
89542,23.9,118899,10.65,0,1.3,0
1073138,8.58,118285,4.2,0,0.09,0
489380,54.95,117999,23.04,0.03,4.39,0
1295861,5.15,117434,1.9,0.01,0.66,0
887684,124.66,117406,62.08,0,0.25,0
185750,65.69,116835,32.2,0.03,0.58,0.01
438371,17.86,116711,7.96,0,0.95,0.01
1161730,37.8,116607,17.03,0,1.87,0
1121285,61.33,116589,28.75,0.11,1.75,0
1354919,41.92,116224,17.87,0,3.09,0
1146573,23.89,116166,11.27,0.11,0.51,0
730472,26.74,115282,12.47,0.04,0.84,0
574109,37.58,114883,17.62,0.04,1.11,0
272555,18.9,114878,9.07,0,0.38,0
490811,26.42,114828,11.76,0,1.45,0
1141907,41.52,114602,18.91,0,1.85,0
1113984,76.63,114371,0.83,0.01,37.47,0
750338,11.6,113856,4.95,0.04,0.79,0
1478944,26.04,113840,11.6,0,1.42,0
1117753,19.44,113356,9.17,0,0.53,0.01
853885,29,113101,14.11,0.12,0.21,0
836438,34.51,113034,16.11,0.07,1.02,0.01
1416382,50,112368,24.03,0,0.91,0.03
1286050,33.47,112302,15.89,0.01,0.83,0
3455,35.46,112126,16.08,0,1.65,0
1112383,18.68,111101,7.39,0,1.95,0
1391535,40.3,110968,18.92,0,1.23,0
757322,11.46,110873,4.84,0,0.87,0.01
1078345,33.64,110725,14.34,0,2.48,0
118967,50.94,110697,24.09,0.02,1.35,0
963830,28.46,110355,13.2,0,1.01,0.01
1468156,63.96,110292,31.18,0,0.8,0
1483759,43.82,110163,20.64,0.14,1.04,0.01
303540,21.26,110107,9.87,0,0.76,0
282957,41,110069,20.07,0,0.43,0
1221485,75.08,109817,36.76,0,0.76,0.01
631696,19.24,109652,9.16,0,0.42,0.02
842182,44.26,109649,20.67,0,1.46,0
102806,74.24,109495,36.35,0,0.77,0
460538,51.43,109306,23.62,0.09,1.96,0
1453597,63.28,108885,21.19,0.04,10.39,0
1159105,11.82,108633,3.47,0,2.44,0
1017364,11.82,108539,5.3,0,0.61,0
1021476,54.56,108327,26.46,0,0.8,0.01
446410,27.32,108195,12.81,0,0.85,0
209584,19.94,108035,9.18,0,0.77,0.01
309339,62.69,107306,28.61,0.05,2.66,0
1467157,13.58,107304,4.89,0,1.88,0.01
198173,7.38,106785,3.42,0,0.27,0
56130,26.92,106635,11.7,0,1.74,0.01
1464760,42.98,106270,20.16,0,1.33,0
1278985,54,106165,24.99,0,2.01,0
813039,14.3,106041,5.2,0,1.93,0.01
1399645,17.34,105988,7.23,0,1.44,0
137929,51.45,105651,25.09,0.11,0.41,0.03
1148777,91.14,105479,24.64,0,20.91,0.01
721134,17.96,105001,6.79,0,2.13,0.03
66072,7.2,104663,3.28,0,0.32,0
29803,55.4,104584,27.41,0,0.29,0
884941,44.28,104521,20.8,0,1.34,0
26936,76.48,104318,36.93,0.2,0.99,0.01
1121276,22.64,104182,11.03,0,0.23,0.03
822846,26.96,103951,9.32,0,4.14,0.01
614219,32.54,103901,13.48,0,2.77,0.01
620025,12.32,103722,5.52,0,0.62,0.01
996264,59.54,103280,15.98,0,13.77,0.01
1450650,28.44,103196,13.42,0,0.8,0
625348,89.72,103122,44.46,0.16,0.14,0.01
445913,16.88,103110,6.73,0,1.71,0
600711,39,103090,18.01,0,1.49,0
366984,9.2,102957,4.11,0,0.49,0
428682,26.39,102865,8.93,0.09,4.13,0
194018,49.33,102779,22.98,0.31,1.16,0.03
889838,47.48,102746,20.06,0,3.66,0.01
1021887,27.99,102525,12.69,0.01,1.27,0.01
71123,27.21,102282,12.85,0.01,0.72,0.01
239721,47.32,101637,22.94,0,0.72,0
142691,52.3,101040,25.29,0,0.86,0
1363321,23.11,101000,11.1,0.03,0.39,0.01
1502313,36.94,100717,17.51,0,0.94,0.01
1288082,27.7,100637,3.39,0,10.46,0
69630,36.88,100243,16.15,0,2.27,0.01
907741,48.46,99798,23.54,0,0.69,0
765179,15.82,99706,5.86,0,2.05,0
161638,63.44,99336,28.96,0,2.74,0.01
1111544,47.91,99067,22.87,0.27,0.68,0
544654,23.45,99038,11.34,0.01,0.37,0
595465,22.88,99022,9.41,0.12,1.83,0.01
223277,44.68,98673,19.95,0,2.39,0
1509845,32.2,98672,15.24,0.04,0.8,0
676148,41.68,98381,19.52,0,1.32,0
663260,20,98236,9.3,0,0.7,0
549779,13.64,97840,5.32,0,1.48,0.01
1192785,47.15,97779,23.09,0.01,0.47,0
674723,21.3,97642,9.57,0,1.08,0
1132937,34.98,97417,16.03,0,1.44,0.01
1548488,15.84,97346,6.82,0.06,1.01,0
787258,29.33,97194,13.32,0.09,1.21,0
352128,37.6,97055,17.01,0,1.79,0
572327,111.04,96919,54.49,0,1.03,0
40379,30.86,96873,14.08,0,1.35,0
1088837,16.2,96815,4.36,0,3.74,0
1349171,19.74,96778,9.52,0,0.33,0.01
1365965,26.41,96687,11.6,0.11,1.42,0.01
1014078,21.76,96459,10.63,0,0.23,0.01
1429524,37.2,96223,15.17,0,3.33,0.05
1392940,46.8,96210,16.73,0,6.67,0
1443289,34.48,95797,16.63,0,0.59,0.01
1321317,20.46,95714,8.86,0,1.35,0.01
874503,52.28,95559,21.78,0.44,3.7,0
1013168,44.34,95493,19.82,0,2.35,0
1083222,42,95360,19.38,0,1.58,0.02
710793,34.64,94651,16.05,0,1.25,0.01
453132,18.16,94013,7.89,0,1.19,0
299034,26.02,93714,11.48,0,1.53,0
827430,80.52,93536,39.15,0,1.11,0
954984,7.46,93479,2.26,0,1.47,0
447487,52.45,93450,24.99,0.01,1.2,0.01
1210429,26.36,93403,12.22,0.12,0.76,0.01
747329,32.6,92901,15.62,0,0.68,0
468001,8.96,92846,3.47,0.08,0.81,0.04
1307675,15.24,92815,6.59,0,1.03,0
1386407,20.32,92666,8.95,0,1.21,0
1069842,62.7,92518,30.61,0,0.74,0
222229,16.52,92500,7.85,0,0.41,0
423220,27.52,92422,7.15,0,6.61,0
1268571,22.35,92278,10.11,0.03,1.02,0
1063726,37.12,91973,17.63,0,0.93,0
20700,27.82,91925,10.74,0,3.17,0
1491597,27.08,91884,9.83,0,3.69,0.01
750440,32.48,91784,15.35,0,0.89,0
835782,57.7,91505,28.02,0.02,0.8,0
1413866,45.7,91406,22.2,0,0.65,0
98136,47.35,91363,22.07,0.09,1.47,0
592498,22.66,91258,10.76,0,0.55,0.01
1122050,25.42,91164,12.47,0.02,0.21,0
924043,54.42,91124,26.6,0,0.59,0.01
1281829,42.26,91114,18.54,0,2.59,0
755698,31.86,91047,14.01,0.24,1.56,0
811954,35.89,90980,17.31,0.01,0.6,0.01
979156,67.24,90964,32.17,0.02,1.42,0
304730,29.04,90579,13.75,0,0.77,0
141273,34.6,90576,10.07,0,7.21,0.01
1346933,25,90522,9.02,0,3.48,0
1221294,56.7,90440,26.21,0,2.1,0.02
1338308,41.2,90324,19.61,0,0.95,0.02
1432681,49.68,90196,24.52,0,0.3,0.01
1168242,84.34,90182,39.97,0,2.2,0
321172,7.82,90095,1.85,0,2.06,0
575177,6.38,89745,3.1,0,0.09,0
1215519,20.56,89481,9.46,0.04,0.76,0
1415344,49.24,89337,23.42,0,1.2,0
627069,8.68,89323,2.47,0,1.79,0.04
358900,20.82,89084,8.91,0,1.5,0
697445,63.8,89005,31.27,0.06,0.54,0
87018,46.43,88986,21.02,0.07,2.09,0
1456990,37.76,88849,17.82,0.04,1,0
1059060,38.29,88830,17.8,0.15,1.12,0
1347258,36.8,88716,16.97,0,1.41,0.01
88749,10.56,88713,3.83,0.04,1.39,0
315729,94.46,88522,47.04,0,0.19,0
390021,19.78,88413,8.94,0,0.93,0.01
898009,27.03,88132,10.93,0.01,2.53,0.02
1154566,13.3,88012,6.52,0,0.13,0
989757,25.4,87890,10.93,0,1.77,0
641238,57.86,87846,28.41,0,0.52,0
454001,5.12,87729,1.91,0,0.65,0
59048,53.69,87655,25.46,0.25,1.01,0
896427,17.33,87473,6.11,0.15,2.31,0.01
1130511,48.58,87430,21.58,0.06,2.62,0
1139880,31.58,87353,12.74,0,3.05,0
538001,30.46,87218,13.83,0,1.4,0
660325,28.74,87178,13.09,0,1.28,0
1107857,23.05,86968,10.62,0.03,0.84,0.01
1335307,64.86,86830,20.67,0,11.76,0
742136,13.1,86787,5.38,0,1.09,0.04
1496844,66.82,86649,30.47,0,2.94,0
1338724,30.86,86597,14.01,0,1.42,0
53527,15.3,86593,7.27,0,0.36,0.01
872109,30.16,86503,14.73,0,0.33,0.01
445420,4.3,86449,0.5,0,1.65,0
653382,14.72,86414,6.42,0,0.94,0
1514077,24.75,86340,11.65,0.13,0.53,0
1010260,90.56,86218,34.74,0,10.54,0
947625,38.36,85936,18.38,0,0.8,0
1042349,12.94,85755,4.66,0,1.81,0
960195,62.4,85504,29.76,0,1.44,0
173215,105.62,85392,51.66,0,1.15,0
658397,23.5,85318,11.44,0,0.25,0.03
1149850,102.56,85166,46.86,0,4.42,0
51500,18.4,85151,8.23,0.14,0.76,0
670828,56.2,84913,26.84,0,1.26,0
295567,30.38,84865,13.63,0,1.56,0
946864,70.44,84694,34.16,0,1.06,0
917289,28.58,84662,13.51,0,0.78,0
1347845,61.44,84576,27.92,0,2.78,0.01
1480429,40.86,84549,18.28,0,2.15,0
1477517,27.44,84546,12.36,0,1.36,0
986968,44.06,84267,21.81,0,0.2,0.01
760520,31.83,84099,14.62,0.01,1.28,0
524106,33.88,83883,16.44,0,0.5,0
1529537,36.48,83815,16.99,0,1.25,0
415047,74.98,83726,36.58,0,0.89,0.01
199518,21.1,83692,9.94,0,0.59,0.01
1104467,31.78,83677,14.56,0,1.33,0
89010,29.43,83534,8.07,0.01,6.63,0
380492,32.04,83515,15.43,0.06,0.5,0
505437,10.68,83301,3.28,0,2.06,0
114239,34.76,83111,16.57,0,0.79,0.01
1056199,16.24,83072,3.64,0,4.48,0
202799,53,82908,25.56,0.02,0.91,0
1249783,27.68,82832,13.57,0,0.25,0.01
707227,46.72,82693,23.04,0,0.32,0
295214,45.67,82520,21.68,0.13,0.94,0.01
522169,62.21,82311,30.67,0.01,0.42,0
562997,25.36,82256,10.39,0,2.29,0
152348,38.79,81881,16.78,0.07,2.49,0.01
1216687,30.44,81876,14.52,0.08,0.58,0
234916,15.74,81853,6.79,0,1.08,0
1481234,30.78,81665,9.55,0,5.76,0.04
594249,14.26,81603,5.87,0,1.2,0.03
213546,31.22,81582,14.73,0.06,0.79,0
397795,16.82,81438,7.96,0,0.45,0
744317,48.65,81329,19.93,0.03,4.35,0
1350350,47.06,80681,18.15,0,5.38,0
1430209,21.78,80625,7.76,0,3.13,0
815915,37.36,80473,17.43,0,1.23,0.01
988074,43.04,80288,21.25,0,0.27,0
1116872,16.8,80059,5.96,0,2.42,0.01
1322876,38.66,79799,16.98,0,2.35,0
824023,17.9,79743,8.67,0,0.28,0
337051,47.96,79701,22.25,0.38,1.12,0.02
1443182,7.58,79670,2.29,0,1.48,0.01
349629,31.84,79524,14.36,0,1.48,0.04
189350,71.46,79475,35.55,0,0.18,0
409682,23.16,79321,10.87,0,0.71,0
8004,18.6,79159,7.81,0.22,1.16,0
1383011,36.13,79106,15.16,0.69,1.85,0.01
197493,38.22,78966,17.93,0.04,1.12,0
1352298,30.26,78875,13.34,0,1.79,0
821258,42.22,78744,20.16,0,0.95,0
347772,26.34,78743,10.92,0,2.25,0
1446596,49.56,78560,23.49,0,1.29,0
1285395,40.58,78429,19.81,0,0.48,0
1414149,16.84,78406,7.36,0,1.06,0
457650,4.12,78236,1.11,0,0.95,0
1097005,28.23,78147,10.79,0.25,2.93,0.01
537422,72.08,78094,35.44,0,0.6,0
319952,24.31,77959,10.48,0.59,0.77,0.01
564526,26.07,77957,7.94,0.07,4.99,0
273468,42.25,77933,20.85,0.07,0.17,0
773207,16.04,77889,7.56,0,0.46,0
1189760,82.7,77852,35.36,0.26,5.5,0.05
247459,49.78,77743,22.34,0,2.53,0.01
80155,27.59,77731,12.98,0.25,0.44,0
633693,22.5,77607,9.1,0,2.13,0.01
87935,5.82,77604,2.05,0,0.84,0.01
1479626,36.2,77374,17.23,0,0.87,0
1188303,41.7,77090,20.37,0,0.42,0.03
1264013,31.9,76975,14.82,0,1.13,0
49133,19.69,76973,8.53,0.03,1.27,0
884139,66.59,76961,23.71,0.07,9.46,0.01
1075772,32.76,76913,15.61,0,0.75,0.01
1040510,23,76719,10.76,0.02,0.71,0
784527,31.32,76711,13.88,0,1.78,0
515919,23.44,76684,10.87,0,0.85,0
1044921,44.72,76671,21.29,0,1.05,0.01
269556,30.48,76458,12.71,0,2.53,0
22461,24.78,76419,11.64,0,0.75,0
1291399,49.68,76414,23.22,0,1.62,0
1226738,16.44,76309,7.01,0,1.21,0
594141,33.79,76238,10.91,0.05,5.89,0.01
518719,4.46,76154,1.64,0,0.59,0
494634,17.6,76111,7.15,0,1.65,0
352745,33.76,76107,15.98,0,0.9,0
320049,20.06,75884,8.51,0,1.52,0
438850,37.91,75841,16.75,0.01,2.17,0.01
1157907,77.66,75804,34.68,0.08,4.03,0
655286,34.98,75546,16.29,0,1.2,0
919956,58.4,75491,28.09,0.1,0.92,0.02
239403,58.4,75448,28.84,0,0.36,0
392748,19.34,75332,9.35,0,0.28,0.02
1035695,33.82,75126,15.05,0,1.86,0
539510,27.74,74958,13,0,0.87,0
373340,18.55,74915,8.11,0.09,1.03,0
1184497,27.52,74799,13.02,0.04,0.68,0
1457498,20.28,74736,6.62,0,3.52,0
956915,44.3,74564,20.43,0,1.72,0
1318857,78.36,74477,33.2,0,5.98,0
7796,15.74,74464,6.83,0,1.04,0
1393176,59.8,74342,22.76,0,7.14,0
1170483,23.08,74200,11.03,0,0.51,0
1217740,13.64,74197,5.43,0,1.39,0
577914,58.05,74156,26.57,0.03,2.39,0.01
1043362,19.81,73775,9.68,0.03,0.18,0
976937,21.46,73745,10.36,0,0.35,0.01
971304,73.6,73685,33.57,0.12,3.05,0
142846,60.14,73672,29.08,0,0.99,0
622231,64.39,73662,31.67,0.05,0.45,0
387853,10.62,73515,3.41,0,1.9,0
23368,14.5,73497,6.73,0,0.52,0
730945,11.45,73484,4.64,0.01,1.07,0
1003168,32.48,73480,7.18,0.1,8.91,0
573314,22.96,73096,10.76,0.06,0.63,0
252393,46.18,73095,15.42,0,7.67,0
1412888,18.32,73068,7.51,0,1.63,0.01
471512,27.91,73026,12.07,0.03,1.84,0
1178829,55.84,72922,26.88,0,1.02,0.01
593470,15.74,72903,6.5,0,1.37,0
178392,76.18,72866,37.65,0.04,0.38,0
919310,18.06,72775,7.43,0,1.6,0
776592,10.9,72577,4.35,0,1.1,0
516705,25.74,72556,10.46,0.08,2.29,0
312388,26.76,72553,9.71,0,3.67,0
608519,15.54,72430,7.02,0,0.75,0
773085,23.92,72276,10.03,0,1.91,0.01
1427757,60.5,72213,28.93,0,1.32,0
1247414,47.9,72076,22.05,0.02,1.87,0
145842,27.7,71925,13.6,0,0.25,0
795341,40.44,71734,16.77,0,3.45,0
751589,26.21,71707,12.42,0.09,0.53,0.01
1266098,33.78,71689,16.33,0,0.56,0
649136,24.16,71627,10.1,0,1.96,0.01
589427,33.9,71566,15.75,0,1.18,0.01
1218220,30.37,71377,14.52,0.03,0.62,0
504650,12.32,71285,5.14,0,1.02,0
611451,29.82,71129,14.35,0,0.56,0
331671,33.16,71075,15.81,0,0.77,0
1357191,26.16,71004,12.16,0,0.92,0
366781,36.92,70976,16.85,0,1.61,0
468682,40.58,70673,19.4,0.12,0.71,0
854027,23.22,70570,8.06,0,3.53,0.01
1455951,13.92,70558,6.51,0,0.45,0
774238,53.92,70435,26.37,0,0.59,0
568091,11.52,70270,4.48,0,1.28,0
1196286,22.84,70266,11.06,0,0.36,0
117400,19.49,70222,8.9,0.07,0.74,0
1261917,38,70122,18.47,0,0.53,0
544533,41.73,70071,20.01,0.05,0.78,0
1300862,18.04,69983,7.43,0,1.59,0
588216,34.62,69944,15.83,0.12,1.28,0.01
139331,21.7,69934,9.58,0,1.27,0
