ID,Score,"Emails Sent","Open Rate","Unsubscription Rate","Bounce Rate","Complaint Rate"
1008969,20.62,14590,9.88,0,0.41,0.01
840043,41.75,14590,18.88,0.03,1.95,0
914166,37.42,14589,16.04,0,2.67,0
903935,128.42,14577,63.28,0,0.93,0
1098772,28.34,14577,11.47,0,2.7,0
1311402,38.68,14574,16.36,0,2.98,0
175913,20.55,14574,8.44,0.01,1.82,0
686219,56.42,14570,28.01,0,0.16,0.02
1189712,45.62,14570,21.13,0,1.68,0
834384,23.72,14565,10.26,0,1.6,0
619280,53.8,14563,26.12,0,0.76,0.01
888517,36.88,14561,17.12,0.02,1.29,0
1192258,45.12,14558,16.91,0,5.65,0
1339909,42.78,14543,19.6,0.06,1.7,0
664085,21.04,14543,7.8,0,2.72,0
1518950,35.72,14540,16.92,0,0.94,0
1458531,66.2,14538,32.11,0,0.99,0
1097539,47.58,14537,21.36,0,2.41,0.01
710866,23.35,14537,9.55,0.27,1.72,0
894126,25.7,14536,11.45,0.12,1.22,0
761725,44.18,14535,19.05,0,3.02,0.01
806838,50.46,14534,22.45,0,2.78,0
166743,37.36,14534,17.35,0,1.33,0
1483401,23.06,14530,10.27,0,1.26,0
404807,34.36,14530,6.68,0,10.5,0
1037331,5.88,14528,1.6,0,1.34,0
898674,60.56,14526,26.82,0,3.42,0.02
1335471,39.8,14526,18.63,0,1.21,0.03
148122,48.77,14520,23.69,0.09,0.54,0.01
925968,79.18,14518,37.61,0,1.98,0
949469,69.56,14512,28.26,0,6.52,0
149569,34.14,14511,15.67,0,1.4,0
426082,65.3,14508,26.85,0,5.8,0
353205,49.64,14502,24.48,0,0.32,0.01
1241004,33.24,14498,15.45,0,1.17,0
1069015,66.24,14498,32.02,0,1.1,0
761586,23.72,14496,10.25,0,1.61,0
811873,37.18,14495,15.49,0,3.1,0
1199729,37.32,14494,16.62,0.22,1.71,0
698045,68.57,14494,33.09,0.21,0.88,0
901213,19.06,14491,7.04,0,2.49,0
1084831,59.78,14489,23.08,0,6.81,0
486402,35.48,14485,15.97,0,1.77,0
122147,42.48,14477,19.18,0,2.04,0.01
264439,45.62,14477,20.72,0,2.07,0.01
286103,41.52,14473,18.02,0,2.74,0
370079,57.16,14464,27.72,0,0.82,0.02
1123010,62.08,14460,29.74,0,1.3,0
876019,49.74,14454,23.47,0,1.38,0.01
1462798,45.92,14451,12.94,0,9.86,0.08
942707,27,14449,10.53,0,2.97,0
1081580,34.9,14443,17.19,0,0.26,0
64620,37.12,14436,17.76,0.06,0.71,0
1253958,63.74,14435,29.49,0,2.38,0
91536,108.3,14434,25.84,0.04,28.25,0
543940,17.96,14432,6.76,0,2.22,0
1184862,26.5,14424,11.23,0,2.02,0
328026,38.6,14411,18.44,0,0.86,0
805709,20.36,14409,9.11,0,1.07,0
760759,35.98,14403,10.51,0,7.48,0
1060657,37.92,14401,17.65,0,1.31,0
617536,32.48,14400,14.64,0.06,1.51,0
421116,17.5,14391,6.53,0,2.22,0
1361503,78.59,14381,38.2,0.11,0.93,0
1371061,36.96,14380,17.69,0,0.75,0.02
25300,41.16,14378,17.45,0,3.13,0
1210629,34.12,14372,14.75,0,2.29,0.01
237779,29.98,14369,14.04,0,0.95,0
731692,54.44,14368,26.48,0,0.74,0
829322,16.6,14365,5.68,0,2.62,0
446428,30.78,14364,14.68,0,0.71,0
690541,20.32,14363,6.99,0,3.15,0.01
323313,72.12,14362,34.64,0,1.4,0.01
1010835,43.65,14355,20.85,0.09,0.82,0.01
1184100,82.82,14355,23.21,0,18.2,0
1416489,9,14354,3.63,0,0.85,0.01
570419,76.68,14353,36.9,0,1.44,0
1162837,49.63,14349,23.58,0.13,0.98,0.03
492977,67.98,14347,33.24,0,0.75,0
1108107,26.06,14342,10.23,0.06,2.71,0
996123,33.64,14340,16.35,0,0.47,0
430141,90.27,14339,29.17,0.25,15.59,0
111597,38.44,14335,18.53,0,0.63,0.03
1377990,52.5,14334,23.69,0,2.56,0
1302039,51.06,14318,24.88,0,0.63,0.01
1395957,50.28,14318,21.16,0,3.98,0
1094005,41.4,14317,17.9,0,2.8,0
327656,14.98,14312,7.49,0,0,0
1354098,28.22,14309,12.65,0,1.46,0
891662,56.53,14305,27.64,0.17,0.37,0
240765,41.36,14302,19.85,0,0.83,0
799536,64.28,14292,31.06,0.06,0.99,0
752709,27.66,14292,12.28,0,1.55,0
863,30.34,14290,12.9,0,2.27,0
1252661,18.41,14290,8.11,0.11,0.91,0.01
277420,58.58,14286,25.47,0,3.8,0.01
1066258,23.09,14283,10.86,0.11,0.5,0.01
768560,20.94,14266,8.84,0,1.61,0.01
115255,31.66,14256,13.68,0,2.13,0.01
4335,100.06,14254,49.3,0,0.65,0.04
433669,21.52,14252,8.25,0,2.49,0.01
909382,23.6,14246,11.27,0,0.51,0.01
1476128,41.42,14244,19.64,0,1.07,0
466862,47.72,14242,18.26,0,5.54,0.03
1482183,41.52,14238,19.45,0,1.29,0.01
141882,15.6,14232,6.87,0,0.93,0
620722,8.82,14231,3.2,0.06,1.12,0
1162326,32.12,14228,11.34,0,4.72,0
488170,16.34,14223,6.62,0,1.55,0
1321779,54.69,14223,26.42,0.09,0.79,0
135369,41.08,14222,20.11,0,0.39,0.02
845262,48.74,14222,23.13,0.44,0.58,0
190729,19.47,14220,8.68,0.13,0.84,0.01
927396,26.36,14218,11.92,0,1.26,0
1135620,25.76,14217,11.97,0,0.91,0
226646,44.48,14215,21.01,0,1.23,0
1056365,30.94,14210,12,0,3.47,0
973428,51.36,14209,23.54,0,2.12,0.01
824758,14.42,14202,6.29,0,0.92,0
1487779,53.86,14197,25.46,0,1.47,0
819747,56.62,14195,25.59,0.04,2.64,0.01
5126,28.97,14193,13.73,0.07,0.65,0
983163,45.22,14191,21.95,0,0.66,0
1210830,21.94,14188,9.72,0,1.23,0.01
663570,10.3,14187,3.72,0,1.37,0.03
107267,12.34,14183,5.16,0.04,0.87,0.04
1311288,51.12,14182,25.26,0,0.3,0
1366945,59.43,14180,27.52,0.31,1.73,0
1243287,53.9,14179,25.13,0,1.82,0
1145015,52.76,14176,26.2,0,0.18,0
1316081,47.38,14169,17.87,0,5.74,0.04
482440,58.56,14168,27.79,0,1.49,0
1081817,43.6,14167,17.59,0,4.21,0
258402,56.02,14163,25.13,0,2.88,0
510555,29.38,14162,12.83,0,1.84,0.01
327656,61.02,14161,29.16,0,1.35,0
715624,72.22,14160,35.46,0,0.65,0
1260906,62.56,14159,23.07,0,8.19,0.01
887641,58.6,14158,28.71,0,0.59,0
509764,51.24,14156,24.34,0,1.28,0
66284,58.24,14152,28.01,0.08,0.97,0.01
279862,38.02,14152,16.7,0,2.31,0
1523254,25.56,14151,11.94,0,0.84,0
1123825,41.66,14148,16.33,0,4.5,0
701324,43.1,14141,17.7,0,3.85,0
1286845,17.86,14138,7.51,0,1.42,0
135301,57.44,14136,26.82,0,1.9,0
186637,45.52,14135,17.62,0,5.14,0
355234,15.98,14128,7.44,0,0.55,0
1082142,55.86,14125,25.4,0,2.53,0
805467,50.16,14119,24.46,0,0.62,0
331534,44.54,14119,21.39,0,0.88,0
426444,53.9,14108,26,0,0.95,0
533816,41.75,14108,16.19,0.13,4.41,0.04
6526,15.52,14108,5.66,0,2.1,0
767148,35.72,14108,15.44,0,2.42,0
206136,45.86,14106,22.5,0,0.43,0
903008,5.22,14105,2.45,0,0.16,0
515194,22.7,14104,10.52,0,0.81,0.01
616896,48.76,14103,23.79,0,0.59,0
696761,64.16,14101,31.39,0.28,0.27,0
456706,74.78,14099,35.92,0.14,1.26,0
1131624,46.94,14097,22.12,0.06,1.26,0
1356541,25.64,14096,11.64,0,1.16,0.01
463561,51.04,14094,24.88,0,0.6,0.02
1113273,53.96,14094,24.82,0.24,1.8,0
1234223,31.16,14092,13.62,0,1.82,0.07
814389,86.32,14089,42.78,0,0.38,0
1390372,98.64,14087,48.84,0,0.48,0
950177,52.74,14087,22.73,0,3.56,0.04
597752,74.26,14078,32.35,0,4.74,0.02
1123973,48.42,14073,23.12,0,1.09,0
90839,39.88,14072,17.7,0,2.22,0.01
1411147,26.68,14070,12.42,0,0.92,0
970000,65.65,14069,31.82,0.21,0.69,0
335453,22.93,14068,10.73,0.19,0.45,0
1500699,29.14,14066,11.96,0,2.61,0
1086010,47.96,14065,23.26,0.06,0.63,0
1276900,52.07,14060,24.67,0.01,1.35,0
806081,4.44,14056,1.74,0,0.46,0.01
1397954,46.02,14053,22.81,0,0.2,0
1488079,45.48,14053,20.56,0,2.18,0
1257898,26.9,14050,13.29,0,0.16,0
496011,77.2,14047,26.04,0,12.56,0
172466,31.57,14042,12.82,0.17,2.71,0
128029,53.54,14037,24.34,0,2.43,0
894782,38.65,14036,17.78,0.09,1.41,0
1403693,42.68,14031,20.63,0,0.71,0
1235291,29.19,14029,12.87,0.01,1.69,0.01
1428623,21.32,14023,9.89,0,0.77,0
471082,20.32,14023,7.49,0,2.67,0
622243,76.59,14013,37.49,0.47,0.06,0.02
1381736,77.18,14012,33.33,0,5.22,0.02
576992,20.76,14011,9.02,0,1.36,0
933443,26.84,14011,8.35,0,4.89,0.09
1224354,19.97,14007,5.36,0.07,4.46,0.03
148784,154.98,14005,73.27,0,4.22,0
1168447,97.14,14003,45.97,0,2.42,0.09
774278,80.37,14003,34.88,0.05,5.23,0
903075,40.38,14001,18.98,0,1.21,0
952165,29.73,14000,13.72,0.21,0.69,0.07
1402335,53.1,13997,21.71,0,4.84,0
1531745,17.94,13996,7.94,0.06,0.94,0
498126,27.44,13994,13.01,0,0.71,0
1542461,30.34,13991,14.76,0,0.41,0
1066273,33.06,13988,13.6,0,2.93,0
1197696,53.24,13988,25.08,0,1.54,0
468684,140.84,13987,66.7,0,3.72,0
612425,52,13984,24.45,0.04,1.49,0
1297775,29.72,13983,14.01,0.04,0.79,0
1345756,70.66,13982,34.51,0,0.82,0
1384271,58.36,13977,25.18,0,3.96,0.02
872346,70.78,13973,33.47,0,1.92,0
947510,27.12,13973,12.37,0,1.17,0.01
422728,50.61,13973,21.26,0.13,3.85,0
140636,40.14,13972,15.27,0,4.8,0
700526,47.98,13967,23.56,0.04,0.37,0
90389,47.04,13962,21.6,0,1.92,0
520470,88.44,13959,40.22,0,4,0
324373,42.28,13958,20.27,0,0.85,0.01
412037,47.22,13954,22.29,0,1.32,0
1335728,49.5,13952,23.59,0,1.16,0
1028498,67.32,13951,26.44,0,7.14,0.04
883851,61.25,13948,26.52,0.45,3.43,0
78826,26.24,13946,10.75,0,2.37,0
1546136,39.67,13944,17.33,0.31,2.04,0
906971,27.34,13943,10.27,0,3.38,0.01
111235,34.88,13941,16.27,0,1.13,0.02
384862,16.62,13935,5.28,0.06,2.94,0
265522,46.24,13928,19.98,0,3.14,0
707144,24.4,13928,9.94,0,2.26,0
1122228,68.7,13926,33.77,0,0.58,0
1174875,39.56,13923,17.98,0,1.8,0
904418,58.75,13922,27.89,0.01,1.47,0
1397633,69.62,13921,32.91,0,1.82,0.04
163698,36.94,13920,17.73,0,0.74,0
274890,24.48,13915,5.38,0,6.78,0.04
863419,36.86,13915,16.79,0,1.64,0
969954,33.56,13907,15.83,0,0.95,0
916255,58.94,13907,27.75,0.18,1.45,0
161465,22.79,13894,10.54,0.05,0.78,0
538993,39.42,13891,17.22,0,2.49,0
205886,24.88,13890,10.7,0,1.74,0
113274,20.12,13884,9.28,0,0.76,0.01
1383558,61.4,13883,29.31,0,1.39,0
1011460,60.03,13881,28.92,0.11,0.91,0.01
1386241,18.22,13876,7.5,0,1.61,0
314468,38.18,13875,16.39,0,2.7,0
813062,15.92,13861,4.4,0,3.56,0
254166,50.76,13859,22.97,0,2.39,0.01
285155,41.62,13859,19.24,0,1.57,0
251963,44.48,13858,19.12,0,3.1,0.01
568295,28.02,13858,12.24,0,1.77,0
1233502,32.78,13858,15.82,0,0.55,0.01
416542,62.32,13857,29.54,0,1.56,0.03
688983,18.14,13855,8.24,0,0.83,0
95231,45.98,13850,21.74,0,1.25,0
1119987,17.42,13846,6.69,0,2.02,0
910039,26,13841,11.29,0.04,1.65,0
856799,33.52,13840,13.11,0,3.65,0
126518,33.56,13837,14.86,0,1.92,0
799087,83.42,13837,39.23,0,2.46,0.01
32388,59.88,13837,27.97,0.18,1.68,0.01
1347559,75.8,13835,36.11,0,1.79,0
622359,17.78,13835,6.2,0,2.61,0.04
600257,48.84,13818,20.86,0.06,3.47,0
277965,26.83,13814,12.75,0.05,0.59,0
1222973,27.58,13812,12.68,0,1.11,0
271560,67.16,13811,32.88,0,0.7,0
734438,64.54,13809,31.94,0,0.33,0
671190,31.28,13809,14.97,0.2,0.31,0.03
414697,61.64,13808,30.32,0,0.48,0.01
676130,42.52,13805,18.98,0,2.26,0.01
44492,44.74,13805,21.64,0,0.69,0.02
1179126,78.32,13799,37.62,0,1.54,0
1353278,33.54,13795,15.57,0.1,1.05,0
28676,25.46,13795,10.27,0.02,2.41,0.01
327258,26.02,13794,11.79,0,1.2,0.01
351023,47.44,13787,22.34,0,1.38,0
861825,41.96,13779,20.71,0,0.25,0.01
733420,23.4,13776,10.61,0.12,0.91,0
1016802,38.8,13776,15.93,0,3.47,0
1382013,129.4,13772,64.7,0,0,0
185887,22.96,13766,11.17,0,0.27,0.02
668145,20.4,13765,7.45,0,2.75,0
403550,75.62,13756,31.62,0,6.19,0
1460186,55.82,13756,24.07,0,3.84,0
947041,54.69,13749,21.05,0.33,5.72,0.04
828847,34.54,13745,14.45,0,2.82,0
364586,24.5,13744,11.63,0,0.62,0
1119307,50.78,13744,22.71,0,2.68,0
1407635,19.86,13740,9.33,0,0.6,0
1351346,25.76,13739,10.1,0,2.78,0
1203741,59.66,13732,29.21,0.04,0.56,0
101705,61.75,13730,28.14,0.85,1.44,0.01
509915,33.42,13722,14.83,0,1.8,0.04
450738,57,13721,25.61,0,2.89,0
1089375,42.52,13717,20.74,0,0.5,0.01
1536543,120,13712,53.95,0,6.05,0
954476,57.3,13711,25.22,0,3.39,0.02
919956,14.08,13700,6.11,0,0.91,0.01
1187963,46.66,13699,13.83,0,9.5,0
509944,69.2,13687,32.75,0,1.83,0.01
771494,21.18,13680,7.48,0,3.11,0
636199,46.05,13679,21.14,0.05,1.81,0
440810,26.4,13677,7.27,0,5.83,0.05
1261250,29.86,13673,11.99,0,2.94,0
740483,34.46,13672,12.91,0,4.28,0.02
707143,31.28,13668,14.61,0.04,0.97,0
406902,30.54,13668,12.79,0,2.48,0
617835,34.64,13666,16.13,0,1.19,0
653324,28.48,13663,13.7,0,0.52,0.01
17918,25.3,13657,11.26,0,1.39,0
1016216,43.64,13649,20.22,0,1.6,0
912253,15.26,13645,6.2,0,1.41,0.01
1265552,36.18,13641,16.31,0,1.78,0
338934,66.25,13639,32.34,0.03,0.74,0
1412491,44.01,13636,16.31,0.11,5.51,0.01
70214,51.34,13635,24.45,0,1.22,0
383679,20.34,13629,9.59,0,0.58,0
604748,34.74,13627,15.17,0.08,2.08,0
88450,60.6,13624,29.8,0,0.48,0.01
1085122,25.06,13618,6.91,0,5.62,0
815503,67.89,13616,27.53,0.01,6.4,0
366544,29.44,13616,7.96,0.18,6.49,0
1265653,8.64,13615,3.72,0,0.58,0.01
797332,29.31,13614,11.04,0.05,3.54,0
1097622,19.41,13614,8.29,0.05,1.34,0
878797,14.98,13613,7.16,0,0.33,0
963017,65.15,13612,30.22,0.37,1.78,0.01
226916,37.28,13610,15.97,0,2.65,0.01
648646,54.06,13610,25.76,0,1.23,0.02
1092643,36.3,13609,17.64,0,0.49,0.01
132656,87.44,13606,43.33,0,0.39,0
1067226,47.52,13602,22.56,0,1.18,0.01
1200140,21.2,13602,9.54,0,1.04,0.01
209212,37.9,13600,17.66,0,1.29,0
239434,14.61,13597,6.28,0.07,0.88,0.02
813796,29.88,13593,12.06,0,2.88,0
1496366,32.54,13590,15.16,0,1.09,0.01
655899,28.54,13589,10.54,0,3.69,0.02
1346928,51.66,13587,23.49,0,2.34,0
1332548,20,13584,6.82,0,3.14,0.02
1496089,30.52,13576,14.44,0.22,0.49,0
1246690,15.38,13575,6.4,0,1.29,0
1005159,37.9,13574,18.3,0,0.63,0.01
740674,18.76,13573,9,0,0.38,0
316432,63.14,13570,24.44,0,7.13,0
1164770,39.42,13570,18.36,0.22,0.92,0.05
117583,47.96,13566,23.52,0,0.44,0.01
1450866,31.14,13559,14.17,0.08,1.28,0
201736,18.18,13557,8.7,0,0.39,0
418042,16.84,13556,7.5,0.18,0.61,0.02
1200100,19.82,13556,9.31,0,0.58,0.01
338422,9.56,13552,1.5,0,3.28,0
661330,42.92,13550,20.16,0,1.3,0
260633,21.88,13548,9.8,0,1.14,0
668584,24.64,13547,11.29,0,1.03,0
256063,59.08,13542,28.79,0,0.75,0
1055512,45.46,13538,19.53,0,3.2,0
1493572,18.19,13535,7.93,0.09,1.03,0
398897,51.04,13535,21.68,0,3.82,0.01
787873,32.72,13523,15.1,0,1.26,0
1070281,54.3,13519,26.06,0,1.09,0
1342752,43.35,13513,18.9,0.01,2.76,0
928735,43.24,13509,21.01,0,0.61,0
810117,36.01,13506,14.86,0.05,3.07,0
1447709,38.86,13504,19.13,0,0.3,0
786088,49.7,13504,16.39,0.06,8.35,0.01
1320672,50.84,13500,22.32,0,3.1,0
195133,37.88,13499,18.47,0,0.47,0
1393955,52.15,13498,25.16,0.07,0.79,0.01
177595,50.18,13497,22.18,0,2.91,0
232931,43.14,13497,19.89,0,1.68,0
801079,59.56,13490,28.08,0,1.68,0.01
1272459,44.8,13489,20.87,0,1.53,0
1447828,6.1,13488,2.21,0,0.84,0
1236962,34.48,13488,15.79,0,1.45,0
652848,17.4,13486,7.86,0,0.82,0.01
645661,24.39,13486,10.99,0.09,1.05,0.01
134078,28.27,13484,12.3,0.03,1.79,0
1100165,54.34,13483,26.39,0,0.78,0
138917,50.42,13473,24.48,0,0.73,0
26720,37.68,13473,17.33,0,1.51,0
1452383,5.82,13473,2.06,0,0.85,0
648381,28.2,13468,13,0,1.02,0.04
1366980,24.46,13465,10.13,0.08,1.98,0
767317,29.52,13463,11.8,0,2.96,0
485036,26.42,13462,11.51,0,1.7,0
600971,61.22,13460,29.82,0,0.77,0.01
503089,41.22,13457,19.86,0,0.75,0
940049,26.36,13454,12.36,0,0.78,0.02
107497,17.86,13449,7.2,0,1.73,0
432350,23.24,13448,11.08,0,0.54,0
375597,23.16,13448,9.95,0,1.63,0
1151035,33.55,13443,14.84,0.11,1.73,0.02
8636,18.56,13442,6.42,0,2.86,0
942200,23.41,13434,10.07,0.13,1.44,0
1325169,22.68,13432,9.59,0,1.75,0
1040509,45.24,13430,20.11,0,2.51,0
1504166,71.66,13429,30.98,0,4.85,0
556567,26.38,13426,11.09,0,2.08,0.01
481245,30.16,13425,13.25,0,1.81,0.01
587122,37.94,13417,17.9,0,1.07,0
255380,37.13,13416,17.53,0.25,0.58,0.04
729018,20.66,13413,8.42,0,1.91,0
853160,31.77,13409,15.48,0.01,0.39,0
328879,32.54,13405,14.76,0,1.51,0
784966,52.4,13404,17.45,0,8.71,0.02
26915,36.06,13403,15.58,0,2.41,0.02
1318178,49.78,13401,24.8,0,0.09,0
945535,27.29,13399,11.28,0.05,2.29,0
74197,52.16,13399,25.04,0,1.02,0.01
846682,15.5,13397,6.44,0,1.31,0
177954,47.58,13395,22.71,0.04,1.02,0
14439,49.46,13393,22.8,0,1.93,0
1143207,38.36,13391,17.21,0,1.97,0
1433933,43.94,13389,21.23,0,0.74,0
1166768,47.04,13385,20.4,0.28,2.66,0.02
1491574,20.74,13385,9.5,0,0.87,0
38825,78.88,13384,39.02,0,0.42,0
923632,24.48,13383,9.41,0,2.83,0
1081148,29.37,13382,12.97,0.19,1.43,0
1340482,14.68,13377,5.73,0,1.53,0.04
223977,32.18,13376,13.4,0,2.69,0
210649,53.82,13376,24.78,0.14,1.92,0
648337,35.32,13375,17.41,0,0.25,0
590929,16.64,13375,6.69,0,1.61,0.01
956357,49.7,13372,21.71,0.12,2.96,0
506267,45.03,13370,20.95,0.17,1.31,0
652939,26.6,13370,11.96,0,1.34,0
1178358,38.94,13366,17.45,0.02,1.99,0
492571,30.06,13359,12.75,0,2.28,0
461709,60.52,13353,29.38,0.08,0.76,0
221220,37.18,13348,17.11,0,1.46,0.01
557931,68.54,13344,29.43,0,4.84,0
357118,17.22,13341,7.97,0,0.64,0
718735,23.46,13335,10.92,0,0.81,0
880085,22.34,13331,8.67,0,2.5,0
466617,25.52,13329,12.39,0,0.37,0
255853,29.68,13329,13.05,0.08,1.67,0
507733,28.9,13328,13.93,0,0.52,0
88158,41.04,13323,19.42,0,1.08,0.01
34664,62.58,13320,30.94,0,0.33,0.01
338900,31.52,13317,13.22,0,2.52,0.01
698710,38.08,13314,12.37,0.06,6.56,0.01
